chr	start	end	strand	gene
1	3953354	3954421	+	rffG
1	3954440	3955321	+	rffH
1	3955299	3955973	+	wecD
1	3955978	3957108	+	wecE
1	3957110	3958360	+	wzxE
1	3958357	3959436	+	wecF
1	3959433	3960785	+	wzyE
1	3960788	3961528	+	wecG
1	3961719	3963104	+	yifK
1	3963207	3963283	+	argX
1	3963341	3963417	+	hisR
1	3963438	3963524	+	leuT
1	3963567	3963643	+	proM
1	3963790	3965025	+	aslB
1	3965184	3966839	-	aslA
1	3967518	3968714	-	hemY
1	3968717	3969898	-	hemX
1	3969920	3970660	-	hemD
1	3970657	3971619	-	hemC
1	3971985	3974531	+	cyaA
1	3974571	3974891	-	cyaY
1	3975354	3975557	+	yifL
1	3975594	3976418	+	dapF
1	3976415	3977122	+	yigA
1	3977119	3978015	+	xerC
1	3978015	3978731	+	yigB
1	3978815	3980977	+	uvrD
1	3981124	3981888	-	yigE
1	3982258	3983208	+	corA
1	3983251	3983649	-	yigF
1	3983663	3984043	-	yigG
1	3984138	3985028	-	rarD
1	3985080	3985547	-	yigI
1	3985712	3986581	+	pldA
1	3986708	3988543	+	recQ
1	3988607	3989227	+	rhtC
1	3989289	3989909	-	rhtB
1	3990020	3991042	+	pldB
1	3991050	3991850	+	yigL
1	3991926	3992825	+	yigM
1	3992713	3993666	-	metR
1	3993903	3996164	+	metE
1	3996204	3997019	-	ysgA
1	3997281	3998042	+	udp
1	3998183	3999610	+	rmuC
1	3999705	4000460	+	ubiE
1	4000474	4001079	+	ubiJ
1	4001076	4002716	+	ubiB
1	4002795	4003064	+	tatA
1	4003068	4003583	+	tatB
1	4003586	4004362	+	tatC
1	4004404	4005186	+	tatD
1	4005183	4005671	-	rfaH
1	4005838	4007331	+	ubiD
1	4007377	4008078	+	fre
1	4009632	4011821	-	fadB
1	4012011	4013342	+	pepQ
1	4013342	4013956	+	yigZ
1	4013995	4015446	+	trkH
1	4015458	4016003	+	hemG
1	4017991	4018067	+	ileT
1	4018110	4018185	+	alaT
1	4018369	4021255	+	rrlA
1	4021349	4021468	+	rrfA
1	4021757	4022284	-	mobB
1	4022266	4022850	-	mobA
1	4022890	4023189	+	yihD
1	4023266	4024252	+	rdoA
1	4024269	4024895	+	dsbA
1	4025008	4026480	+	yihF
1	4026521	4027477	-	yihG
1	4027817	4030603	+	polA
1	4030984	4031634	-	yihA
1	4032135	4032707	+	yihI
1	4032890	4034269	+	hemN
1	4034720	4036189	-	glnG
1	4036141	4037190	-	glnL
1	4037476	4038885	-	glnA
1	4039258	4041081	+	typA
1	4041298	4042008	+	yihL
1	4042016	4042996	+	yihM
1	4043098	4044363	+	yihN
1	4044454	4045182	-	ompL
1	4045214	4046623	-	yihO
1	4046660	4048078	-	yihP
1	4048091	4050127	-	yihQ
1	4050326	4051360	-	yihR
1	4051366	4052622	-	yihS
1	4052624	4053502	-	yihT
1	4053526	4054422	-	yihU
1	4054590	4055486	+	yihV
1	4055496	4056305	+	yihW
1	4056383	4057003	+	yihX
1	4056997	4057869	+	yihY
1	4057866	4058303	+	dtd
1	4058288	4059289	+	yiiD
1	4060115	4060360	+	yiiE
1	4060578	4060820	+	yiiF
1	4061150	4062079	-	fdhE
1	4062076	4062711	-	fdoI
1	4062708	4063610	-	fdoH
1	4066086	4066673	-	U069_c4065
1	4066867	4067700	+	fdhD
1	4067853	4068908	+	yiiG
1	4068958	4070706	-	frvR
1	4070706	4071782	-	frvX
1	4071766	4073217	-	frvB
1	4073228	4073674	-	frvA
1	4073975	4074289	-	rhaM
1	4074299	4075294	-	rhaD
1	4075482	4076741	-	rhaA
1	4076738	4078207	-	rhaB
1	4078495	4079331	+	rhaS
1	4079315	4080253	+	rhaR
1	4080250	4081284	-	rhaT
1	4081569	4082189	+	sodA
1	4082449	4083432	+	kdgT
1	4083581	4084255	+	yiiM
1	4084361	4085734	-	cpxA
1	4085731	4086429	-	cpxR
1	4086579	4087079	+	cpxP
1	4087228	4088130	+	fieF
1	4088311	4089273	+	pfkA
1	4089593	4090582	+	sbp
1	4090689	4091444	+	cdh
1	4091499	4092266	-	tpiA
1	4092374	4092973	-	yiiQ
1	4093074	4093514	+	yiiR
1	4093726	4094025	+	yiiS
1	4094052	4094480	+	uspD
1	4094485	4095231	-	fpr
1	4095328	4096338	-	glpX
1	4096473	4097981	-	glpK
1	4098004	4098849	-	glpF
1	4099274	4099519	+	zapB
1	4099604	4100089	-	rraA
1	4100182	4101108	-	menA
1	4101175	4102506	-	hslU
1	4102516	4103046	-	hslV
1	4103139	4104098	-	ftsN
1	4104190	4105215	-	cytR
1	4105371	4107569	-	priA
1	4107772	4107984	+	rpmE
1	4108045	4108653	-	yiiX
1	4108837	4109154	-	metJ
1	4109431	4110591	+	metB
1	4110594	4113026	+	metL
1	4113375	4114265	+	metF
1	4114594	4116774	+	katG
1	4116867	4117772	+	yijE
1	4117799	4118416	-	yijF
1	4118691	4119794	-	gldA
1	4119805	4120467	-	fsaB
1	4120479	4122980	-	frwA
1	4123289	4124368	+	frwC
1	4124383	4124703	+	frwB
1	4124754	4127051	+	pflD
1	4127017	4127895	+	pflC
1	4127897	4128238	+	frwD
1	4128225	4129076	-	yijO
1	4129291	4131024	-	eptC
1	4131206	4133857	-	ppc
1	4134332	4135483	-	argE
1	4135637	4136641	+	argC
1	4136616	4137425	+	argB
1	4137486	4138859	+	argH
1	4139096	4140043	+	oxyR
1	4140026	4141426	-	sthA
1	4141664	4142407	+	fabR
1	4142407	4142766	+	yijD
1	4142806	4143906	-	trmA
1	4144275	4146119	+	btuB
1	4146052	4146921	+	murI
1	4149283	4152186	+	rrlB
1	4152279	4152398	+	rrfB
1	4152699	4153727	+	murB
1	4153724	4154689	+	birA
1	4154718	4155668	-	coaA
1	4156030	4156105	+	thrU
1	4156114	4156198	+	tyrU
1	4156315	4156389	+	glyT
1	4156396	4156471	+	thrT
1	4156586	4157770	+	tufB
1	4158000	4158383	+	secE
1	4158385	4158930	+	nusG
1	4159089	4159517	+	rplK
1	4159521	4160225	+	rplA
1	4160638	4161135	+	rplJ
1	4161202	4161567	+	rplL
1	4161887	4165915	+	rpoB
1	4165992	4170215	+	rpoC
1	4170428	4170967	+	yjaZ
1	4171377	4172510	-	thiH
1	4172507	4173277	-	thiG
1	4173279	4173479	-	thiS
1	4173463	4174218	-	thiF
1	4174211	4174846	-	thiE
1	4174846	4176741	-	thiC
1	4176974	4177450	-	rsd
1	4177545	4178318	+	nudC
1	4178358	4179422	+	hemE
1	4179432	4180103	+	nfi
1	4180146	4180736	+	yjaG
1	4180923	4181195	+	hupA
1	4181208	4181903	+	yjaH
1	4181905	4182330	-	zraP
1	4182568	4183965	+	zraS
1	4183962	4185287	+	zraR
1	4185284	4186573	-	purD
1	4186585	4188174	-	purH
1	4190416	4190491	+	gltV
1	4193681	4193800	+	rrfE
1	4193875	4194258	+	yjaA
1	4194321	4194764	-	yjaB
1	4194921	4195850	+	metA
1	4196119	4197720	+	aceB
1	4197750	4199054	+	aceA
1	4199237	4200973	+	aceK
1	4200942	4203128	-	arpA
1	4203445	4204269	-	iclR
1	4204448	4208152	+	metH
1	4208372	4210003	+	yjbB
1	4210094	4210783	-	pepE
1	4210995	4211867	+	rluF
1	4212000	4212272	-	yjbD
1	4212525	4213874	-	lysC
1	4214345	4216048	+	pgi
1	4216547	4216789	+	U069_c4073
1	4216873	4217541	+	yjbF
1	4217442	4218275	+	yjbG
1	4218275	4220371	+	yjbH
1	4220418	4220705	-	yjbT
1	4220966	4221376	+	psiE
1	4221420	4222895	-	xylE
1	4223267	4224157	-	malG
1	4224172	4225803	-	malF
1	4225870	4227060	-	malE
1	4227153	4227248	-	U069_c4076
1	4227335	4228540	+	malK
1	4228612	4229952	+	lamB
1	4230186	4231115	+	malM
1	4231596	4232924	+	yjbI
1	4233036	4233644	+	ubiC
1	4233657	4234529	+	ubiA
1	4234684	4237167	-	plsB
1	4237278	4237646	+	dgkA
1	4237732	4238364	+	lexA
1	4238383	4239762	+	dinF
1	4239872	4240087	+	yjbJ
1	4240129	4240704	-	zur
1	4240962	4241216	+	yjbL
1	4241207	4241947	+	yjbM
1	4242304	4243347	+	dusA
1	4243271	4243723	+	pspG
1	4243889	4244980	-	qorA
1	4244955	4246370	+	dnaB
1	4246423	4247502	+	alr
1	4247713	4248948	+	tyrB
1	4249450	4249692	-	yjbS
1	4249815	4250768	+	aphA
1	4250879	4251295	+	yjbQ
1	4251299	4251655	+	yjbR
1	4251690	4254512	-	uvrA
1	4254652	4255302	+	ssb
1	4255401	4255781	-	yjcB
1	4256103	4257698	+	yjcC
1	4257701	4258042	-	soxS
1	4258110	4258574	+	soxR
1	4259120	4260469	+	yjcD
1	4260621	4262270	+	yjcE
1	4262424	4263716	-	yjcF
1	4263894	4265543	-	actP
1	4265540	4265857	-	yjcH
1	4266054	4268012	-	acs
1	4268405	4269841	+	nrfA
1	4269886	4270452	+	nrfB
1	4270449	4271120	+	nrfC
1	4271117	4272073	+	nrfD
1	4272153	4273811	+	nrfE
1	4273804	4274187	+	nrfF
1	4274184	4274780	+	nrfG
1	4275122	4276435	+	gltP
1	4276740	4277429	-	yjcO
1	4279868	4281334	-	mdtP
1	4281331	4283382	-	mdtO
1	4283382	4284413	-	mdtN
1	4284432	4284707	-	ytcA
1	4284916	4286901	-	yjcS
1	4287174	4288103	-	alsK
1	4288087	4288782	-	alsE
1	4288793	4289773	-	alsC
1	4289752	4291284	-	alsA
1	4291411	4292346	-	alsB
1	4292405	4293295	-	alsR
1	4293654	4294103	+	rpiB
1	4294172	4294501	+	yjdP
1	4294648	4295406	-	phnP
1	4295408	4295842	-	phnO
1	4295829	4296386	-	phnN
1	4296386	4297522	-	phnM
1	4297519	4298199	-	phnL
1	4298310	4299068	-	phnK
1	4299065	4299910	-	phnJ
1	4299903	4300967	-	phnI
1	4300967	4301551	-	phnH
1	4301548	4302000	-	phnG
1	4302001	4302726	-	phnF
1	4302747	4303115	-	U069_c4087
1	4303640	4304656	-	phnD
1	4304681	4305469	-	phnC
1	4305602	4306045	-	yjdN
1	4306403	4306738	-	yjdM
1	4307139	4309367	+	crfC
1	4309364	4310242	+	yjcZ
1	4310506	4312008	+	proP
1	4312120	4312209	+	pmrR
1	4312185	4313285	-	basS
1	4313286	4313954	-	basR
1	4313951	4315594	-	eptA
1	4315698	4317035	-	adiC
1	4317172	4317933	-	adiY
1	4318258	4320528	-	adiA
1	4320724	4321632	-	melR
1	4321915	4323270	+	melA
1	4323373	4324794	+	melB
1	4324933	4325562	-	yjdF
1	4325684	4327330	-	fumB
1	4327408	4328748	-	dcuB
1	4329319	4330038	-	dcuR
1	4330035	4331666	-	dcuS
1	4331847	4332077	+	yjdI
1	4332089	4332361	+	yjdJ
1	4332588	4332884	+	yjdK
1	4332912	4333085	+	yjdO
1	4333204	4334721	-	lysU
1	4334958	4336415	-	dtpC
1	4336474	4338621	-	cadA
1	4338701	4340035	-	cadB
1	4340400	4341938	-	cadC
1	4342555	4342630	-	pheU
1	4342737	4343312	-	yjdC
1	4345022	4345360	-	cutA
1	4345476	4346777	-	dcuA
1	4346895	4348331	-	aspA
1	4348668	4349144	+	fxsA
1	4349160	4350416	-	yjeH
1	4350692	4350985	+	groS
1	4351029	4352675	+	groL
1	4352813	4353166	+	yjeI
1	4353369	4354238	-	yjeJ
1	4354633	4355661	-	epmB
1	4355703	4356269	+	efp
1	4356321	4356446	+	ecnA
1	4356557	4356703	+	ecnB
1	4356879	4357196	+	sugE
1	4357193	4357726	-	blc
1	4357815	4358948	-	ampC
1	4359011	4359370	-	frdD
1	4359381	4359776	-	frdC
1	4359787	4360521	-	frdB
1	4360514	4362322	-	frdA
1	4362647	4363624	+	epmA
1	4363843	4365345	+	yjeM
1	4365397	4365711	+	yjeN
1	4365708	4366022	+	yjeO
1	4366051	4369374	-	mscM
1	4369396	4370364	-	psd
1	4370461	4371513	-	rsgA
1	4371608	4372153	+	orn
1	4372364	4372439	+	glyV
1	4372476	4372551	+	glyX
1	4372587	4372662	+	glyY
1	4372896	4372949	+	yjeV
1	4372932	4374071	-	queG
1	4374070	4375617	+	nnr
1	4375589	4376050	+	tsaE
1	4376069	4377406	+	amiB
1	4377416	4379263	+	mutL
1	4379256	4380206	+	miaA
1	4380292	4380600	+	hfq
1	4380676	4381956	+	hflX
1	4382042	4383301	+	hflK
1	4383304	4384308	+	hflC
1	4384390	4384587	+	yjeT
1	4384691	4385989	+	purA
1	4386194	4386619	+	nsrR
1	4386658	4389099	+	rnr
1	4389279	4390010	+	rlmB
1	4390137	4390538	+	yjfI
1	4390557	4391255	+	yjfJ
1	4391306	4391965	+	yjfK
1	4391983	4392381	+	yjfL
1	4392391	4393029	+	yjfM
1	4393032	4394195	+	yjfC
1	4394279	4395904	+	aidB
1	4396021	4396296	-	yjfN
1	4396445	4396774	-	bsmA
1	4396956	4397705	+	yjfP
1	4397702	4398457	-	ulaR
1	4398565	4399629	-	ulaG
1	4399984	4401381	+	ulaA
1	4401397	4401702	+	ulaB
1	4401712	4402176	+	ulaC
1	4402190	4402840	+	ulaD
1	4402850	4403704	+	ulaE
1	4403704	4404390	+	ulaF
1	4404520	4404795	-	yjfY
1	4405122	4405517	+	rpsF
1	4405524	4405838	+	priB
1	4405843	4406070	+	rpsR
1	4406112	4406561	+	rplI
1	4406632	4407426	-	yjfZ
1	4408083	4408721	-	ytfB
1	4408939	4409559	+	fklB
1	4409868	4411280	+	cycA
1	4411325	4411987	-	ytfE
1	4412095	4413060	-	ytfF
1	4413168	4414028	-	qorB
1	4414117	4414497	+	ytfH
1	4414626	4416569	-	cpdB
1	4416759	4417499	+	cysQ
1	4417711	4418649	+	ytfI
1	4418712	4419266	-	ytfJ
1	4419591	4419797	+	ytfK
1	4419876	4421219	-	ytfL
1	4421542	4422180	-	msrA
1	4422386	4424119	+	tamA
1	4424116	4427895	+	tamB
1	4427898	4428239	+	ytfP
1	4428451	4428702	+	chpS
1	4428696	4429046	+	chpB
1	4429126	4429656	-	ppa
1	4429966	4430922	+	ytfQ
1	4431062	4432564	+	ytfR
1	4432575	4433600	+	ytfT
1	4433587	4434582	+	yjfF
1	4434615	4435613	-	fbp
1	4435789	4437162	+	mpl
1	4437318	4437869	-	yjgA
1	4437963	4439315	+	pmbA
1	4439904	4440368	-	nrdG
1	4440526	4442664	-	nrdD
1	4443058	4444713	-	treC
1	4444763	4446184	-	treB
1	4446303	4447250	-	treR
1	4447435	4447488	+	mgtL
1	4447629	4450325	+	mgtA
1	4450531	4450917	-	ridA
1	4450990	4451451	-	pyrI
1	4451464	4452399	-	pyrB
1	4452403	4452537	-	pyrL
1	4452818	4453213	-	yjgH
1	4453344	4454057	-	bdcA
1	4454128	4454721	+	bdcR
1	4454866	4455318	+	tabA
1	4455441	4457255	+	yjgL
1	4457311	4458315	-	argI
1	4458477	4458893	+	rraB
1	4459038	4459541	-	yjgM
1	4459734	4460930	+	yjgN
1	4460986	4463841	-	valS
1	4463841	4464284	-	holC
1	4464444	4465955	-	pepA
1	4466222	4467322	+	lptF
1	4467322	4468404	+	lptG
1	4468565	4470067	-	yjgR
1	4470145	4471143	-	idnR
1	4471210	4472529	-	idnT
1	4472591	4473355	-	idnO
1	4473379	4474410	-	idnD
1	4474627	4475190	+	idnK
1	4475194	4476213	-	ahr
1	4476409	4476493	+	leuX
1	4476531	4476725	+	U069_c4119
1	4480436	4480795	-	U069_c4120
1	4481264	4481593	+	yjgZ
1	4482107	4483435	-	insG
1	4484062	4485279	+	yjhB
1	4485291	4486409	+	yjhC
1	4486452	4486577	+	ythA
1	4489145	4489558	+	U069_c4123
1	4490694	4491461	-	fecE
1	4491462	4492418	-	fecD
1	4492415	4493413	-	fecC
1	4493410	4494312	-	fecB
1	4494357	4496681	-	fecA
1	4496768	4497721	-	fecR
1	4497718	4498239	-	fecI
1	4499342	4500328	-	yjhU
1	4500675	4502024	-	yjhF
1	4502131	4504098	-	yjhG
1	4504109	4505068	-	yjhH
1	4505019	4505807	-	yjhI
1	4506110	4506892	-	sgcR
1	4506909	4507541	-	sgcE
1	4507553	4507984	-	sgcA
1	4508115	4508921	-	sgcQ
1	4508934	4510247	-	sgcC
1	4510259	4510537	-	sgcB
1	4510534	4511655	-	sgcX
1	4512441	4513187	-	yjhP
1	4513243	4513788	-	yjhQ
1	4513800	4514057	-	yjhX
1	4515019	4516035	+	yjhR
1	4516618	4517598	-	nanS
1	4517663	4518769	-	nanM
1	4518789	4519505	-	nanC
1	4520961	4521563	+	fimB
1	4522041	4522637	+	fimE
1	4523119	4523667	+	fimA
1	4523732	4524271	+	fimI
1	4524308	4525033	+	fimC
1	4525100	4527736	+	fimD
1	4527746	4528276	+	fimF
1	4528289	4528792	+	fimG
1	4528812	4529714	+	fimH
1	4529957	4531300	-	gntP
1	4531640	4532824	+	uxuA
1	4532905	4534365	+	uxuB
1	4534580	4535353	+	uxuR
1	4535494	4536324	-	yjiC
1	4536578	4536679	+	U069_c4126
1	4536997	4537389	+	iraD
1	4537382	4538293	-	hypT
1	4538358	4539530	-	iadA
1	4539543	4540004	-	yjiG
1	4540001	4540684	-	yjiH
1	4540934	4541488	+	kptA
1	4541501	4542679	-	yjiJ
1	4543926	4544693	-	yjiL
1	4544703	4545854	-	yjiM
1	4545970	4547250	-	yjiN
1	4547291	4548523	-	mdtM
1	4550166	4551578	-	yjiR
1	4551755	4551919	+	yjiS
1	4552418	4553935	+	yjiT
1	4556916	4557962	-	mcrC
1	4557962	4559359	-	mcrB
1	4559503	4559844	-	symE
1	4560072	4561466	-	hsdS
1	4561463	4563052	-	hsdM
1	4563253	4566765	-	hsdR
1	4566953	4567867	+	mrr
1	4567913	4568869	-	yjiA
1	4568880	4569083	-	yjiX
1	4569133	4571283	-	yjiY
1	4571661	4573316	+	tsr
1	4573365	4574726	-	yjjL
1	4574941	4575855	-	yjjM
1	4575994	4577016	+	yjjN
1	4577154	4579445	-	opgB
1	4579699	4580193	-	yjjA
1	4580242	4580979	-	dnaC
1	4580982	4581521	-	dnaT
1	4581628	4582101	-	yjjB
1	4582092	4582862	-	yjjP
1	4583481	4584206	+	yjjQ
1	4584164	4584841	+	bglJ
1	4584879	4585667	-	fhuF
1	4585808	4586044	+	yjjZ
1	4586083	4586169	-	leuV
1	4586204	4586290	-	leuP
1	4586319	4586405	-	leuQ
1	4586673	4587704	-	rsmC
1	4587807	4588220	+	holD
1	4588189	4588635	+	rimI
1	4588650	4589327	+	yjjG
1	4589418	4591007	+	prfC
1	4591400	4592005	+	osmY
1	4592132	4592293	+	ytjA
1	4592415	4593488	+	yjjU
1	4594684	4595547	-	yjjW
1	4595519	4597069	-	yjjI
1	4597327	4598106	+	deoC
1	4598233	4599555	+	deoA
1	4599607	4600830	+	deoB
1	4600887	4601606	+	deoD
1	4601773	4603104	+	yjjJ
1	4603105	4604121	-	lplA
1	4604149	4604793	-	ytjB
1	4604899	4605867	+	serB
1	4605916	4607298	+	radA
1	4607319	4608551	+	nadR
1	4608859	4610526	-	yjjK
1	4610737	4612674	+	slt
1	4612764	4613090	+	trpR
1	4613237	4613749	-	yjjX
1	4613801	4614448	+	ytjC
1	4614445	4615314	-	rob
1	4615525	4615998	+	creA
1	4616011	4616700	+	creB
1	4616700	4618124	+	creC
1	4618182	4619534	+	creD
1	4619594	4620310	-	arcA
1	4620406	4620546	+	yjjY
1	4620946	4621632	+	yjtD
